id,e2m,m2y,e2m2y,padj,coef
V7,2.80580996636637e-06,0.0889709705596369,0.0889709705596369,0.689454929430168,0.0348872657025594
V48,0.000161314547666547,0.00732598301334564,0.00732598301334564,0.230768464920388,0.131806219099823
V69,0.00112393598034455,0.00401021677640667,0.00401021677640667,0.138671096652308,-0.114958055972302
V82,0.00820832383520775,0.0187036860269527,0.0187036860269527,0.400051062243155,-0.0657284918200323
V105,0.00117557284774883,0.105840739205324,0.105840739205324,0.725009063556473,-0.0539614640521751
V109,1.13754375438146e-05,1.86537813862131e-07,1.13754375438146e-05,0.00065977537754125,0.0317621648317059
V126,0.000723182264323774,0.0502022324998015,0.0502022324998015,0.578171059151123,-0.0810251787542613
V153,0.0458174343545053,0.136292073209962,0.136292073209962,0.779136351850281,0.0636529628166894
V178,0.000226548152533868,0.0291168072276466,0.0291168072276466,0.496292824619446,0.118523663501688
V192,1.47319812719982e-05,0.009806491041638,0.009806491041638,0.245707081098819,-0.144583059031722
V210,3.10485431921159e-09,0.0248179624220493,0.0248179624220493,0.496292824619446,0.105920242964342
V227,9.85055206292884e-07,0.0465341314011842,0.0465341314011842,0.578171059151123,0.0848633126739372
V237,0.00204212949722993,1.31474295175238e-05,0.00204212949722993,0.0941940782623787,-0.214907227510403
V250,3.24436062570932e-07,0.235781264006197,0.235781264006197,1,0.0266843881427303
V269,4.78534373992146e-05,0.000869937983272395,0.000869937983272395,0.0469766510967093,-0.171839701200546
V274,0.00474202222202602,0.0374473322267008,0.0374473322267008,0.507990741284886,0.112360015538914
V284,9.87738567145291e-05,0.0148912166444344,0.0148912166444344,0.327606766177556,0.0454829064043252
V337,3.01245470679667e-07,0.0105585418076,0.0105585418076,0.258097688630221,0.0527572386147504
V383,1.28570337776246e-06,0.00128638583250562,0.00128638583250562,0.0681784491227979,-0.19035728437124
V392,5.8521210000162e-06,1.54232141389432e-05,1.54232141389432e-05,0.000879123205919763,-0.232895321661752
V429,0.00393393181992363,0.000494992656848492,0.00393393181992363,0.138671096652308,0.165080641623474
V469,0.00130350490456144,0.00153463163413625,0.00153463163413625,0.0798008449750851,-0.154693921547284
V486,0.011947304519538,3.41073391751934e-10,0.011947304519538,0.283340258070378,0.387216655245223
V498,2.08836933766916e-10,0.00652064169755851,0.00652064169755851,0.210290694746262,-0.133121600409229
V518,0.00311856056850246,0.0190596092548532,0.0190596092548532,0.400051062243155,-0.100308381181544
V534,0.0305905289127669,0.00358667754947128,0.0305905289127669,0.496292824619446,-0.124628322812767
V539,5.35492368225476e-08,0.0455395268586154,0.0455395268586154,0.578171059151123,0.0784862477020749
V558,0.000469500818132129,0.0246095615513775,0.0246095615513775,0.496292824619446,-0.112354844125717
V577,0.000240950922765437,0.0457091062527428,0.0457091062527428,0.578171059151123,-0.0872149152651006
V617,0.00186247945649054,0.00932464728314986,0.00932464728314986,0.239332613600846,-0.116436422527886
V620,1.92083578987035e-06,0.14000514704561,0.14000514704561,0.779136351850281,-0.0289343942475478
V621,5.50328479487217e-05,0.034292536168627,0.034292536168627,0.500099485792478,-0.0550451162477653
V627,0.0137858500712958,0.00122030820667174,0.0137858500712958,0.311713387723189,-0.143467747384639
V628,8.40592206730051e-07,0.253291155338156,0.253291155338156,1,-0.00977132185561159
V646,0.000324806351287399,1.58908232950061e-06,0.000324806351287399,0.0178643493208069,0.0382977734300088
V659,5.03329783357875e-05,0.126654796133701,0.126654796133701,0.775760626318919,-0.047770338900347
V676,4.76557188155979e-07,9.67207593169928e-05,9.67207593169928e-05,0.00541636252175159,-0.00374699687179534
V706,0.00531289744063557,0.00100410509812066,0.00531289744063557,0.17931028862145,-0.135421874264944
V788,0.0269967971688812,2.03586225544505e-06,0.0269967971688812,0.496292824619446,-0.26840567241914
V882,5.26609103644882e-05,0.210862572858875,0.210862572858875,1,0.0568779807184364
V899,0.0888091364658868,0.000497309080587982,0.0888091364658868,0.689454929430168,-0.21121966506964
V901,7.08577068679066e-10,2.29518600569634e-07,2.29518600569634e-07,1.35415974336084e-05,-0.286055470836303
V951,9.16599055678091e-06,0.00257388377347367,0.00257388377347367,0.0941940782623787,0.157285222834687
V976,0.00063043618498615,0.0463475776069899,0.0463475776069899,0.578171059151123,0.114283236252325
V989,5.28946138000919e-08,0.00200534169663791,0.00200534169663791,0.0941940782623787,-0.157073098884736
V1029,3.88980332566291e-06,0.468018071764618,0.468018071764618,1,0.0223908026206107
V1046,1.31112593333427e-05,0.206915743740955,0.206915743740955,1,0.0532819583690926
V1055,0.000422016175962603,0.00597417489256968,0.00597417489256968,0.1971477714548,0.110841082971896
V1060,0.000410005335763408,0.0118884024365193,0.0118884024365193,0.283340258070378,-0.142707040166087
V1068,0.00433655034546532,0.0537806107519832,0.0537806107519832,0.578171059151123,-0.0867402386812264
V1089,3.39596874399106e-05,0.055644884163172,0.055644884163172,0.578171059151123,-0.0835975594173036
V1121,0.0361237860469252,4.29641207033704e-06,0.0361237860469252,0.507990741284886,-0.279323005352301
V1133,0.0102246146678111,0.0318432583937529,0.0318432583937529,0.496292824619446,0.0584128312516295
V1136,2.38476680396449e-05,0.0444035373428062,0.0444035373428062,0.578171059151123,-0.0823709889078109
V1151,0.00205196244377404,0.380874497036975,0.380874497036975,1,-0.0338844737391647
V1157,7.02332143762696e-05,0.305735651292988,0.305735651292988,1,0.0350157556441377
V1169,1.13857460225519e-05,0.00243711409628755,0.00243711409628755,0.0941940782623787,0.158500853040242
V1179,0.000227673813061324,0.00184694271102703,0.00184694271102703,0.0941940782623787,-0.150618185665914
V1180,0.00311146013894548,0.0683755010493157,0.0683755010493157,0.578171059151123,0.0841154286558925
